family,repository,commit,literal_raw_path,class,tree_hash,scan_hash,spdx,license_path,license_sha256,security_disposition,legal_disposition,sdk_compatibility_disposition,maintenance_owner,phase,zero_code_graph_proof,cord_destination_path,external_repo_identity,external_head,external_status_sha256,external_modified
attestation-protocol,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,raw/identity/2026-06-08-attestation-protocol.md,reference-only,e700c6e0c4d0092bb83a473a4dc42f73d0e57274,67128ec702ed35291e45e59c01f0af37b63fc8b15d718756657eaf6c30c919ce,reference-only; repository license recorded,LICENSE,4034496439bed54ec676b5586098eee386d19a46cea8b1248ac0cc7eaeb494f7,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/attestation-protocol.git,223955deac7298d8b674ede3772c44f4d664d4db,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
individuality-community,https://github.com/paritytech/individuality-community.git,28b7d07dab05bbd05f6b664278b5c83841e212d3,raw/identity/2026-06-11-individuality-community.md,reference-only,34562e54e7f52b211c31e1a872bdb199917824d5,4106eeaac5696f9d0cb76da79664e7068cde83a6d7f588c3d044234132a2d09b,reference-only; repository license recorded,LICENSE,4ac1fdbca847caf4861bfc1a4ee15ecff886845f5a51c621970cb1941027d7aa,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/individuality-community.git,28b7d07dab05bbd05f6b664278b5c83841e212d3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
identity-backend-community,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,raw/identity/2026-06-17-identity-backend-architecture.md,reference-only,6ce28a64f06c6ace7895e8a5ca0bb77fd4f6537b,9a3ad195e238631a886bb912a8bcafcff37ecc09f4af8eb6f6dc54e9f04ea741,reference-only; repository license recorded,LICENSE,32b95eb46a234631145b8ea80402ade79923533fe751f4fdb2f473681daa749b,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references apps/identity-backend/ARCHITECTURE.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
identity-backend-community,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,raw/identity/2026-06-17-identity-backend-community.md,reference-only,6ce28a64f06c6ace7895e8a5ca0bb77fd4f6537b,021dac216b8f7774ebfc308055c188d06d5cd0bb961bca63283fa54eb12058b5,reference-only; repository license recorded,LICENSE,32b95eb46a234631145b8ea80402ade79923533fe751f4fdb2f473681daa749b,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
identity-backend-community,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,raw/identity/2026-06-17-identity-backend-concepts.md,reference-only,6ce28a64f06c6ace7895e8a5ca0bb77fd4f6537b,45ea53982af036fabc595fed4e14f4a487b1888a3e65e0f99913a0ae24ace9e5,reference-only; repository license recorded,LICENSE,32b95eb46a234631145b8ea80402ade79923533fe751f4fdb2f473681daa749b,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references CONCEPTS.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
identity-backend-community,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,raw/identity/2026-06-17-identity-backend-infrastructure.md,reference-only,6ce28a64f06c6ace7895e8a5ca0bb77fd4f6537b,cb3c7a97e663b2864b160fceefda449f3f84375e47203ebd7795a49965000d86,reference-only; repository license recorded,LICENSE,32b95eb46a234631145b8ea80402ade79923533fe751f4fdb2f473681daa749b,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references infra/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
identity-backend-community,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,raw/identity/2026-06-17-identity-backend-service.md,reference-only,6ce28a64f06c6ace7895e8a5ca0bb77fd4f6537b,08b83dbd879d8baa9fdc3130ec4503cba6501ea51561225d122ceae58b752892,reference-only; repository license recorded,LICENSE,32b95eb46a234631145b8ea80402ade79923533fe751f4fdb2f473681daa749b,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references apps/identity-backend/README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/identity-backend-community.git,28e8bdc0e6f2b2da01e5f82198329560c6366729,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-design-system,https://github.com/paritytech/polkadot-app-design-system.git,e81fdbd745b66c960f527eb57d5168c3c4ff01ef,raw/mobile-apps/2026-06-08-polkadot-app-design-system.md,reference-only,4541a8acc949a928a8073ae748e3f40cd107b943,93b35097ab9631cb8c8ad24e44b0e46782870c6813d4e02fb66d17f59dc76b6f,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-design-system.git,e81fdbd745b66c960f527eb57d5168c3c4ff01ef,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-design-system-android,https://github.com/paritytech/polkadot-app-design-system-android.git,56d6c520ac9ac39c7c62e5162cb4fd0d75c4d256,raw/mobile-apps/2026-06-09-polkadot-app-design-system-android.md,reference-only,8b13f518c614f283a96fc0c2aa43c74da9abf4f5,fe64d61e7ef17a89172a0c209ec5df1fce2e3b6989c53912290f45e1b330d37e,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-design-system-android.git,56d6c520ac9ac39c7c62e5162cb4fd0d75c4d256,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-app-design-system-ios,https://github.com/paritytech/polkadot-app-design-system-ios.git,6e5b2da49d753a1b5f137a4c836608f94967eeb0,raw/mobile-apps/2026-06-09-polkadot-app-design-system-ios.md,reference-only,dbd57a5178ab58d7ae73779c905b6dad97c791ef,01a64944844a002e8345c0ef3d0a9400c7199c476fce73a38afa201d4973e3b5,reference-only; repository license recorded,LICENSE,197655f14a6b83bf5b24fe2d53bdb470fe77688abae2872a0daf5e5db5ce8db8,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-app-design-system-ios.git,6e5b2da49d753a1b5f137a4c836608f94967eeb0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-android-community,https://github.com/paritytech/polkadot-android-community.git,cd959a00a084737eed3ec0808212ec8beeee13a0,raw/mobile-apps/2026-06-10-polkadot-android-community.md,reference-only,4eb73a0ab6739405c1929913d4b8246b00ecc953,87289eb9481b1dfd89373f9fe4637fe2149a406bf3701d379acd2f7ef03a7ed6,reference-only; repository license recorded,LICENSE,4c333082df0c60503444486d3087b134267fdd757e48c2e4e1abf73f8d95f544,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-android-community.git,cd959a00a084737eed3ec0808212ec8beeee13a0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-ios-community,https://github.com/paritytech/polkadot-ios-community.git,51268d146910cd989e37a1d2286648c4af278854,raw/mobile-apps/2026-06-10-polkadot-ios-community.md,reference-only,cb52df017caef4512a7cc5315e5071bb6d857d21,fdcd8deb734ada4d48066a71a1ae8e0c341cc4c4c6a84d14e47edc8169271429,reference-only; repository license recorded,LICENSE,f6d4ad2bc5e94d894fb4b24abeebbfdf953fe84707c288437cbb53963026a9f0,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references README.md; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-ios-community.git,51268d146910cd989e37a1d2286648c4af278854,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-apps,https://github.com/paritytech/polkadot-apps.git,e8f7847ccd562650f996252a181abdf5f954a843,raw/repository-guidance/2026-05-06-polkadot-apps-agent-guidance.md,reference-only,e563aa3eafa7ec0ad5cdc04126841d47fa0c5c8a,a4a3f4bf2e070be48597bc5195762c99889e94f2a12a59f4cc3060e56f46b8b3,reference-only; repository license recorded,LICENSE,c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-apps.git,e8f7847ccd562650f996252a181abdf5f954a843,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-android-community,https://github.com/paritytech/polkadot-android-community.git,cd959a00a084737eed3ec0808212ec8beeee13a0,raw/repository-guidance/2026-06-10-polkadot-android-community-agent-guidance.md,reference-only,4eb73a0ab6739405c1929913d4b8246b00ecc953,52bac24dccddd0e2e71c998d1d59d8ab91e5fd4f63fce2798ee632c781a67ff1,reference-only; repository license recorded,LICENSE,4c333082df0c60503444486d3087b134267fdd757e48c2e4e1abf73f8d95f544,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-android-community.git,cd959a00a084737eed3ec0808212ec8beeee13a0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-ios-community,https://github.com/paritytech/polkadot-ios-community.git,51268d146910cd989e37a1d2286648c4af278854,raw/repository-guidance/2026-06-10-polkadot-ios-community-agent-guidance.md,reference-only,cb52df017caef4512a7cc5315e5071bb6d857d21,ad0fe3f66d30761de822ed6ebe5a961afc4e62b290e11666850e38b92d5e69d0,reference-only; repository license recorded,LICENSE,f6d4ad2bc5e94d894fb4b24abeebbfdf953fe84707c288437cbb53963026a9f0,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-ios-community.git,51268d146910cd989e37a1d2286648c4af278854,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
localdot-community,https://github.com/paritytech/localdot-community.git,79b7d9bc2aaf9e7ecbd60c7f6ddd31b76e8c0978,raw/repository-guidance/2026-06-11-localdot-community-agent-guidance.md,reference-only,0fa36343484f6c5f664ad0f32fa1e3fac349f99d,27a78f0e6b48ac9c874a948f9c367ea7fcb047c4039e4665951bd68484044766,reference-only; repository license recorded,LICENSE,eb1183455a9bbed466e52b50c263226ce6601e5655de83cea302695463735282,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/localdot-community.git,79b7d9bc2aaf9e7ecbd60c7f6ddd31b76e8c0978,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
playground-app-community,https://github.com/paritytech/playground-app-community.git,92d7e03de68c6eb1cebb24d43a7b32fcb831b289,raw/repository-guidance/2026-06-18-playground-app-community-agent-guidance.md,reference-only,c1fc5111ad247daffb825ed84a378fe443c544c6,791cb9e662e66972b8ffc3db560fdff6433c40a51a77c33a05b03a135ccc463f,reference-only; repository license recorded,LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/playground-app-community.git,92d7e03de68c6eb1cebb24d43a7b32fcb831b289,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-desktop-community,https://github.com/paritytech/polkadot-desktop-community.git,2c76cb7e53af4ada12b3a6e31901fdc27c0cb4fd,raw/repository-guidance/2026-06-18-polkadot-desktop-community-agent-guidance.md,reference-only,e04c2b9f872b80949226afd2b3d9b8a01c1a201e,5a05dd97148b9821281276a8b64780b64a472a9139209227c87a373605c438b0,reference-only; repository license recorded,LICENSE,e902615a7bece14ce851fd8a9cce637184de83d04a54a13cd4ccc88631b42b18,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-desktop-community.git,2c76cb7e53af4ada12b3a6e31901fdc27c0cb4fd,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-bulletin-chain,https://github.com/paritytech/polkadot-bulletin-chain.git,b6c2827d232669b525c0906cc20def0e5eb4676b,raw/repository-guidance/2026-07-08-polkadot-bulletin-chain-agent-guidance.md,reference-only,1c3e72f2e2a4d4d8bf50b2c03235cf8c1d9897c8,2a0a06d142b75452e58a51da2a0bfbede4129a0c0822624e0041b0acae94ddc0,reference-only; repository license recorded,LICENSE,c61f12da7cdad526bdcbed47a4c0a603e60dbbfdaf8b66933cd088e9132c303f,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-bulletin-chain.git,b6c2827d232669b525c0906cc20def0e5eb4676b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
browse,https://github.com/paritytech/browse.git,1054df0f0e89f4686c2f8a484a3ed1502ea4e571,raw/repository-guidance/2026-07-09-browse-agent-guidance.md,reference-only,4f0f18bc055605593b9b3c955d94a6304b72812c,d1ec3152b0e3fa2fde8b9f1cce3b571ff6c78ed6d337745fc925ebf607933fff,reference-only; repository license recorded,LICENSE,c401dd88d8016f5006d2aff58b51fecd312e5630d10b63fa9a79c517d7f4f225,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/browse.git,1054df0f0e89f4686c2f8a484a3ed1502ea4e571,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
product-sdk,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,raw/repository-guidance/2026-07-09-product-sdk-agent-guidance.md,reference-only,ab3c2205b0ab89bf13b3ea0bc3ca3913ac1f6add,abd2d37339ada3cc332648168080c2612dfaa91a6c517679ac3639544cdb1d52,reference-only; repository license recorded,LICENSE,47bd7129b351af036270ce70e3d6e62f7618e07238c707a845b59856f3757737,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/product-sdk.git,8fd5cfcbcb3b02519642be0c5ec82b8e2d6730c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
polkadot-cli,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,raw/repository-guidance/2026-07-10-polkadot-cli-agent-guidance.md,reference-only,65de0aae0be240efcf41089e6a2c06abfe889b91,5cabf167c0fb2ffc4585ad8d3031dd23a7fcf88904837d59d011fe0916ca0afe,not-applicable,not-present,not-present,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/polkadot-cli.git,e25e89f71d38f9eaff3e9fc3944af841e51d3bd8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
truapi,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,raw/repository-guidance/2026-07-10-truapi-agent-guidance.md,reference-only,07ccbbad38fd2e01d57d46dfe7d0ac089047e50a,c0b2045060b536d5f69ef1aff4d20d6bbf996b85ccd573abe6a77d4956eccdf6,reference-only; repository license recorded,LICENSE,e88af13285f46c4af06ff271b6ef6aec4d24110b8a2a13c96083b6fe50ad7c33,unaudited reference; native threat review required before semantic adoption,reference-use-only; copying forbidden until a separate legal gate,clean-break native SDK only; no ABI compatibility or client migration,P0-provenance-owner,P0-P7,raw document references repository tree; no source code enters CORD dependency/build graph,not-applicable-reference-only,https://github.com/paritytech/truapi.git,2e91c006152aec659b31c7068b280fc50190c28f,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
dhiway-sdk-current-dependency,https://github.com/dhiway/sdk.git,cc190ea83c590b6a14a6b9771ab02c81618dc118,Cargo.toml,unchanged-upstream,5995836d5492d173b7f2f11dc97d9c35d76da48e,03039a1422e9d3294983b9248bf74636ec30fe41dee74dbff6aefe78d2e24747,Apache-2.0,substrate/LICENSE-APACHE2,e93d18cb209947d5e75300c9cd9043e1e680034bcd7df0635e1012cc8d8311ab,branch-locked dependency; runtime composition/review and advisory monitoring required,approved dependency input subject to complete workspace license scan,single release-v1.24.0 graph at cc190ea; upstream primitive forks forbidden,runtime-sdk-owner,P0-P7,not-applicable-code-adoption,Cargo.toml,https://github.com/dhiway/sdk.git,cc190ea83c590b6a14a6b9771ab02c81618dc118,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
dhiway-sdk-current-dependency,https://github.com/dhiway/sdk.git,cc190ea83c590b6a14a6b9771ab02c81618dc118,Cargo.lock,unchanged-upstream,5995836d5492d173b7f2f11dc97d9c35d76da48e,24adde73138855dbf401450a407391dba1e5f7ebd6484729daf885451cbf14f1,Apache-2.0,substrate/LICENSE-APACHE2,e93d18cb209947d5e75300c9cd9043e1e680034bcd7df0635e1012cc8d8311ab,branch-locked dependency; runtime composition/review and advisory monitoring required,approved dependency input subject to complete workspace license scan,single release-v1.24.0 graph at cc190ea; upstream primitive forks forbidden,runtime-sdk-owner,P0-P7,not-applicable-code-adoption,Cargo.lock,https://github.com/dhiway/sdk.git,cc190ea83c590b6a14a6b9771ab02c81618dc118,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
